slug,title,source_filename,size_bytes,paper_url,manifest_status
correspondence-free-non-rigid-point-set-registration-using-unsupervised-clusteri__使用无监督聚类分析的无对应非刚性点集配准,Correspondence-Free Non-Rigid Point Set Registration Using Unsupervised Clustering Analysis,Correspondence-Free Non-Rigid Point Set Registration Using Unsupervised Clustering Analysis.pdf,4133436,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_Correspondence-Free_Non-Rigid_Point_Set_Registration_Using_Unsupervised_Clustering_Analysis_CVPR_2024_paper.pdf,downloaded
corrmatch-label-propagation-via-correlation-matching-for-semi-supervised-semanti__CorrMatch通过相关匹配进行标签传播以实现,CorrMatch: Label Propagation via Correlation Matching for Semi-Supervised Semantic Segmentation,CorrMatch Label Propagation via Correlation Matching for Semi-Supervised Semantic Segmentation.pdf,4432484,https://openaccess.thecvf.com/content/CVPR2024/papers/Sun_CorrMatch_Label_Propagation_via_Correlation_Matching_for_Semi-Supervised_Semantic_Segmentation_CVPR_2024_paper.pdf,skipped_exists
cosalpure-learning-concept-from-group-images-for-robust-co-saliency-detection__CosalPure从组图像中学习概念以实现稳健的,CosalPure: Learning Concept from Group Images for Robust Co-Saliency Detection,CosalPure Learning Concept from Group Images for Robust Co-Saliency Detection.pdf,8625527,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhu_CosalPure_Learning_Concept_from_Group_Images_for_Robust_Co-Saliency_Detection_CVPR_2024_paper.pdf,downloaded
cosmicman-a-text-to-image-foundation-model-for-humans__CosmicMan人类的文本到图像基础模型,CosmicMan: A Text-to-Image Foundation Model for Humans,CosmicMan A Text-to-Image Foundation Model for Humans.pdf,1435279,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_CosmicMan_A_Text-to-Image_Foundation_Model_for_Humans_CVPR_2024_paper.pdf,skipped_exists
coupled-laplacian-eigenmaps-for-locally-aware-3d-rigid-point-cloud-matching__用于局部感知3D刚性点云匹配的耦合拉普拉斯特征图,Coupled Laplacian Eigenmaps for Locally-Aware 3D Rigid Point Cloud Matching,Coupled Laplacian Eigenmaps for Locally-Aware 3D Rigid Point Cloud Matching.pdf,10028957,https://openaccess.thecvf.com/content/CVPR2024/papers/Bastico_Coupled_Laplacian_Eigenmaps_for_Locally-Aware_3D_Rigid_Point_Cloud_Matching_CVPR_2024_paper.pdf,skipped_exists
cpr-retrieval-augmented-generation-for-copyright-protection__CPR版权保护的检索增强生成,CPR: Retrieval Augmented Generation for Copyright Protection,CPR Retrieval Augmented Generation for Copyright Protection.pdf,4074281,https://openaccess.thecvf.com/content/CVPR2024/papers/Golatkar_CPR_Retrieval_Augmented_Generation_for_Copyright_Protection_CVPR_2024_paper.pdf,skipped_exists
crosskd-cross-head-knowledge-distillation-for-object-detection__CrossKD用于物体检测的十字头知识蒸馏,CrossKD: Cross-Head Knowledge Distillation for Object Detection,CrossKD Cross-Head Knowledge Distillation for Object Detection.pdf,930912,https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_CrossKD_Cross-Head_Knowledge_Distillation_for_Object_Detection_CVPR_2024_paper.pdf,skipped_exists
curriculum-point-prompting-for-weakly-supervised-referring-image-segmentation__弱监督参考图像分割的课程要点提示,Curriculum Point Prompting for Weakly-Supervised Referring Image Segmentation,Curriculum Point Prompting for Weakly-Supervised Referring Image Segmentation.pdf,6371468,https://openaccess.thecvf.com/content/CVPR2024/papers/Dai_Curriculum_Point_Prompting_for_Weakly-Supervised_Referring_Image_Segmentation_CVPR_2024_paper.pdf,skipped_exists
cycleinr-cycle-implicit-neural-representation-for-arbitrary-scale-volumetric-sup__CycleINR医学数据任意尺度体积超分辨率的循,CycleINR: Cycle Implicit Neural Representation for Arbitrary-Scale Volumetric Super-Resolution of Medical Data,CycleINR Cycle Implicit Neural Representation for Arbitrary-Scale Volumetric Super-Resolution of Medical Data.pdf,3482966,https://openaccess.thecvf.com/content/CVPR2024/papers/Fang_CycleINR_Cycle_Implicit_Neural_Representation_for_Arbitrary-Scale_Volumetric_Super-Resolution_of_CVPR_2024_paper.pdf,skipped_exists
d-4-dataset-distillation-via-disentangled-diffusion-model__D4通过解缠结扩散模型进行数据集蒸馏,D^4: Dataset Distillation via Disentangled Diffusion Model,D^4 Dataset Distillation via Disentangled Diffusion Model.pdf,8365711,https://openaccess.thecvf.com/content/CVPR2024/papers/Su_D4_Dataset_Distillation_via_Disentangled_Diffusion_Model_CVPR_2024_paper.pdf,skipped_exists
dap-a-dynamic-adversarial-patch-for-evading-person-detectors__DAP用于躲避人体探测器的动态对抗补丁,DAP: A Dynamic Adversarial Patch for Evading Person Detectors,DAP A Dynamic Adversarial Patch for Evading Person Detectors.pdf,3337442,https://openaccess.thecvf.com/content/CVPR2024/papers/Guesmi_DAP_A_Dynamic_Adversarial_Patch_for_Evading_Person_Detectors_CVPR_2024_paper.pdf,skipped_exists
darenerf-direction-aware-representation-for-dynamic-scenes__DaReNeRF动态场景的方向感知表示,DaReNeRF: Direction-aware Representation for Dynamic Scenes,DaReNeRF Direction-aware Representation for Dynamic Scenes.pdf,3465740,https://openaccess.thecvf.com/content/CVPR2024/papers/Lou_DaReNeRF_Direction-aware_Representation_for_Dynamic_Scenes_CVPR_2024_paper.pdf,skipped_exists
dart-implicit-doppler-tomography-for-radar-novel-view-synthesis__DART用于雷达新颖视图合成的隐式多普勒断层扫描,DART: Implicit Doppler Tomography for Radar Novel View Synthesis,DART Implicit Doppler Tomography for Radar Novel View Synthesis.pdf,3973698,https://openaccess.thecvf.com/content/CVPR2024/papers/Huang_DART_Implicit_Doppler_Tomography_for_Radar_Novel_View_Synthesis_CVPR_2024_paper.pdf,skipped_exists
data-efficient-multimodal-fusion-on-a-single-gpu__单GPU上的数据高效多模态融合,Data-Efficient Multimodal Fusion on a Single GPU,Data-Efficient Multimodal Fusion on a Single GPU.pdf,1431894,NOT_SPECIFIED,NOT_SPECIFIED
data-efficient-unsupervised-interpolation-without-any-intermediate-frame-for-4d__用于4D医学图像的数据高效无监督插值无需任何中间,Data-Efficient Unsupervised Interpolation Without Any Intermediate Frame for 4D Medical Images,Data-Efficient Unsupervised Interpolation Without Any Intermediate Frame for 4D Medical Images.pdf,1614551,NOT_SPECIFIED,NOT_SPECIFIED
data-free-quantization-via-pseudo-label-filtering__通过伪标签过滤进行无数据量化,Data-Free Quantization via Pseudo-label Filtering,Data-Free Quantization via Pseudo-label Filtering.pdf,1075893,https://openaccess.thecvf.com/content/CVPR2024/papers/Fan_Data-Free_Quantization_via_Pseudo-label_Filtering_CVPR_2024_paper.pdf,skipped_exists
day-night-cross-domain-vehicle-re-identification__昼夜跨域车辆重识别,Day-Night Cross-domain Vehicle Re-identification,Day-Night Cross-domain Vehicle Re-identification.pdf,3203678,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Day-Night_Cross-domain_Vehicle_Re-identification_CVPR_2024_paper.pdf,downloaded
decompose-and-compose-a-compositional-approach-to-mitigating-spurious-correlatio__分解和组合减轻杂散相关性的组合方法,Decompose-and-Compose: A Compositional Approach to Mitigating Spurious Correlation,Decompose-and-Compose A Compositional Approach to Mitigating Spurious Correlation.pdf,9275919,https://openaccess.thecvf.com/content/CVPR2024/papers/Noohdani_Decompose-and-Compose_A_Compositional_Approach_to_Mitigating_Spurious_Correlation_CVPR_2024_paper.pdf,skipped_exists
decomposing-disease-descriptions-for-enhanced-pathology-detection-a-multi-aspect__分解疾病描述以增强病理学检测多方面视觉语言预训练,Decomposing Disease Descriptions for Enhanced Pathology Detection: A Multi-Aspect Vision-Language Pre-training Framework,Decomposing Disease Descriptions for Enhanced Pathology Detection A Multi-Aspect Vision-Language Pre-training Framework.pdf,4025232,https://openaccess.thecvf.com/content/CVPR2024/papers/Phan_Decomposing_Disease_Descriptions_for_Enhanced_Pathology_Detection_A_Multi-Aspect_Vision-Language_CVPR_2024_paper.pdf,skipped_exists
decotr-enhancing-depth-completion-with-2d-and-3d-attentions__DeCoTR通过2D和3D注意力增强深度完成,DeCoTR: Enhancing Depth Completion with 2D and 3D Attentions,DeCoTR Enhancing Depth Completion with 2D and 3D Attentions.pdf,3407862,https://openaccess.thecvf.com/content/CVPR2024/papers/Shi_DeCoTR_Enhancing_Depth_Completion_with_2D_and_3D_Attentions_CVPR_2024_paper.pdf,skipped_exists
decoupled-pseudo-labeling-for-semi-supervised-monocular-3d-object-detection__用于半监督单目3D物体检测的解耦伪标记,Decoupled Pseudo-labeling for Semi-Supervised Monocular 3D Object Detection,Decoupled Pseudo-labeling for Semi-Supervised Monocular 3D Object Detection.pdf,6971247,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Decoupled_Pseudo-labeling_for_Semi-Supervised_Monocular_3D_Object_Detection_CVPR_2024_paper.pdf,skipped_exists
deepcache-accelerating-diffusion-models-for-free__DeepCache免费加速扩散模型,DeepCache: Accelerating Diffusion Models for Free,DeepCache Accelerating Diffusion Models for Free.pdf,6232623,https://openaccess.thecvf.com/content/CVPR2024/papers/Ma_DeepCache_Accelerating_Diffusion_Models_for_Free_CVPR_2024_paper.pdf,skipped_exists
defense-without-forgetting-continual-adversarial-defense-with-anisotropic-isotro__不忘防御通过各向异性和各向同性伪重放进行持续对抗,Defense without Forgetting: Continual Adversarial Defense with Anisotropic & Isotropic Pseudo Replay,Defense without Forgetting Continual Adversarial Defense with Anisotropic & Isotropic Pseudo Replay.pdf,3295099,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhou_Defense_without_Forgetting_Continual_Adversarial_Defense_with_Anisotropic__Isotropic_CVPR_2024_paper.pdf,skipped_exists
deit-lt-distillation-strikes-back-for-vision-transformer-training-on-long-tailed__DeiT-LT蒸馏对长尾数据集上的VisionT,DeiT-LT: Distillation Strikes Back for Vision Transformer Training on Long-Tailed Datasets,DeiT-LT Distillation Strikes Back for Vision Transformer Training on Long-Tailed Datasets.pdf,1624203,https://openaccess.thecvf.com/content/CVPR2024/papers/Rangwani_DeiT-LT_Distillation_Strikes_Back_for_Vision_Transformer_Training_on_Long-Tailed_CVPR_2024_paper.pdf,skipped_exists
dematch-deep-decomposition-of-motion-field-for-two-view-correspondence-learning__DeMatch用于二视图对应学习的运动场深度分解,DeMatch: Deep Decomposition of Motion Field for Two-View Correspondence Learning,DeMatch Deep Decomposition of Motion Field for Two-View Correspondence Learning.pdf,6823645,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_DeMatch_Deep_Decomposition_of_Motion_Field_for_Two-View_Correspondence_Learning_CVPR_2024_paper.pdf,skipped_exists
democaricature-democratising-caricature-generation-with-a-rough-sketch__DemoCaricature用粗略的草图使漫画一,DemoCaricature: Democratising Caricature Generation with a Rough Sketch,DemoCaricature Democratising Caricature Generation with a Rough Sketch.pdf,7558955,https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_DemoCaricature_Democratising_Caricature_Generation_with_a_Rough_Sketch_CVPR_2024_paper.pdf,skipped_exists
denoising-point-clouds-in-latent-space-via-graph-convolution-and-invertible-neur__通过图卷积和可逆神经网络对潜在空间中的点云进行去,Denoising Point Clouds in Latent Space via Graph Convolution and Invertible Neural Network,Denoising Point Clouds in Latent Space via Graph Convolution and Invertible Neural Network.pdf,9356447,https://openaccess.thecvf.com/content/CVPR2024/papers/Mao_Denoising_Point_Clouds_in_Latent_Space_via_Graph_Convolution_and_CVPR_2024_paper.pdf,skipped_exists
density-guided-semi-supervised-3d-semantic-segmentation-with-dual-space-hardness__具有双空间硬度采样的密度引导半监督3D语义分割,Density-Guided Semi-Supervised 3D Semantic Segmentation with Dual-Space Hardness Sampling,Density-Guided Semi-Supervised 3D Semantic Segmentation with Dual-Space Hardness Sampling.pdf,4406949,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Density-Guided_Semi-Supervised_3D_Semantic_Segmentation_with_Dual-Space_Hardness_Sampling_CVPR_2024_paper.pdf,downloaded
depth-anything-unleashing-the-power-of-large-scale-unlabeled-data__深入一切释放大规模未标记数据的力量,Depth Anything: Unleashing the Power of Large-Scale Unlabeled Data,Depth Anything Unleashing the Power of Large-Scale Unlabeled Data.pdf,9334636,https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_Depth_Anything_Unleashing_the_Power_of_Large-Scale_Unlabeled_Data_CVPR_2024_paper.pdf,downloaded
depth-prompting-for-sensor-agnostic-depth-estimation__用于与传感器无关的深度估计的深度提示,Depth Prompting for Sensor-Agnostic Depth Estimation,Depth Prompting for Sensor-Agnostic Depth Estimation.pdf,2655089,https://openaccess.thecvf.com/content/CVPR2024/papers/Park_Depth_Prompting_for_Sensor-Agnostic_Depth_Estimation_CVPR_2024_paper.pdf,skipped_exists
depth-aware-concealed-crop-detection-in-dense-agricultural-scenes__密集农业场景中的深度感知隐藏作物检测,Depth-Aware Concealed Crop Detection in Dense Agricultural Scenes,Depth-Aware Concealed Crop Detection in Dense Agricultural Scenes.pdf,3964961,NOT_SPECIFIED,NOT_SPECIFIED
depth-aware-test-time-training-for-zero-shot-video-object-segmentation__零镜头视频对象分割的深度感知测试时间训练,Depth-aware Test-Time Training for Zero-shot Video Object Segmentation,Depth-aware Test-Time Training for Zero-shot Video Object Segmentation.pdf,2688151,https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_Depth-aware_Test-Time_Training_for_Zero-shot_Video_Object_Segmentation_CVPR_2024_paper.pdf,skipped_exists
desigen-a-pipeline-for-controllable-design-template-generation__Desigen可控设计模板生成流程,Desigen: A Pipeline for Controllable Design Template Generation,Desigen A Pipeline for Controllable Design Template Generation.pdf,4534038,https://openaccess.thecvf.com/content/CVPR2024/papers/Weng_Desigen_A_Pipeline_for_Controllable_Design_Template_Generation_CVPR_2024_paper.pdf,skipped_exists
design2cloth-3d-cloth-generation-from-2d-masks__Design2Cloth从2D掩模生成3D布料,Design2Cloth: 3D Cloth Generation from 2D Masks,Design2Cloth 3D Cloth Generation from 2D Masks.pdf,5323197,https://openaccess.thecvf.com/content/CVPR2024/papers/Zheng_Design2Cloth_3D_Cloth_Generation_from_2D_Masks_CVPR_2024_paper.pdf,skipped_exists
device-wise-federated-network-pruning__设备方面的联合网络修剪,Device-Wise Federated Network Pruning,Device-Wise Federated Network Pruning.pdf,1813666,NOT_SPECIFIED,NOT_SPECIFIED
dibs-enhancing-dense-video-captioning-with-unlabeled-videos-via-pseudo-boundary__DIBS通过伪边界丰富和在线细化增强未标记视频的,DIBS: Enhancing Dense Video Captioning with Unlabeled Videos via Pseudo Boundary Enrichment and Online Refinement,DIBS Enhancing Dense Video Captioning with Unlabeled Videos via Pseudo Boundary Enrichment and Online Refinement.pdf,4901626,https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_DIBS_Enhancing_Dense_Video_Captioning_with_Unlabeled_Videos_via_Pseudo_CVPR_2024_paper.pdf,skipped_exists
diem-decomposition-integration-enhancing-multimodal-insights__DIEM分解整合增强多模式洞察力,DIEM: Decomposition-Integration Enhancing Multimodal Insights,DIEM Decomposition-Integration Enhancing Multimodal Insights.pdf,1152702,https://openaccess.thecvf.com/content/CVPR2024/papers/Jiang_DIEM_Decomposition-Integration_Enhancing_Multimodal_Insights_CVPR_2024_paper.pdf,skipped_exists
diffagent-fast-and-accurate-text-to-image-api-selection-with-large-language-mode__DiffAgent使用大型语言模型快速准确地选择,DiffAgent: Fast and Accurate Text-to-Image API Selection with Large Language Model,DiffAgent Fast and Accurate Text-to-Image API Selection with Large Language Model.pdf,3151899,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_DiffAgent_Fast_and_Accurate_Text-to-Image_API_Selection_with_Large_Language_CVPR_2024_paper.pdf,downloaded
diffavatar-simulation-ready-garment-optimization-with-differentiable-simulation__DiffAvatar具有可微分模拟的模拟就绪服装,DiffAvatar: Simulation-Ready Garment Optimization with Differentiable Simulation,DiffAvatar Simulation-Ready Garment Optimization with Differentiable Simulation.pdf,10059486,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_DiffAvatar_Simulation-Ready_Garment_Optimization_with_Differentiable_Simulation_CVPR_2024_paper.pdf,skipped_exists
diff-bgm-a-diffusion-model-for-video-background-music-generation__Diff-BGM视频背景音乐生成的扩散模型,Diff-BGM: A Diffusion Model for Video Background Music Generation,Diff-BGM A Diffusion Model for Video Background Music Generation.pdf,1874517,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Diff-BGM_A_Diffusion_Model_for_Video_Background_Music_Generation_CVPR_2024_paper.pdf,skipped_exists
differentiable-display-photometric-stereo__可微分显示光度立体,Differentiable Display Photometric Stereo,Differentiable Display Photometric Stereo.pdf,2847177,https://openaccess.thecvf.com/content/CVPR2024/papers/Choi_Differentiable_Display_Photometric_Stereo_CVPR_2024_paper.pdf,skipped_exists
diffindscene-diffusion-based-high-quality-3d-indoor-scene-generation__DiffInDScene基于扩散的高质量3D室内,DiffInDScene: Diffusion-based High-Quality 3D Indoor Scene Generation,DiffInDScene Diffusion-based High-Quality 3D Indoor Scene Generation.pdf,5966230,https://openaccess.thecvf.com/content/CVPR2024/papers/Ju_DiffInDScene_Diffusion-based_High-Quality_3D_Indoor_Scene_Generation_CVPR_2024_paper.pdf,skipped_exists
diffloc-diffusion-model-for-outdoor-lidar-localization__DiffLoc室外LiDAR定位的扩散模型,DiffLoc: Diffusion Model for Outdoor LiDAR Localization,DiffLoc Diffusion Model for Outdoor LiDAR Localization.pdf,2858004,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_DiffLoc_Diffusion_Model_for_Outdoor_LiDAR_Localization_CVPR_2024_paper.pdf,downloaded
difflow3d-toward-robust-uncertainty-aware-scene-flow-estimation-with-iterative-d__DifFlow3D通过基于迭代扩散的细化实现鲁棒,DifFlow3D: Toward Robust Uncertainty-Aware Scene Flow Estimation with Iterative Diffusion-Based Refinement,DifFlow3D Toward Robust Uncertainty-Aware Scene Flow Estimation with Iterative Diffusion-Based Refinement.pdf,10532458,https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_DifFlow3D_Toward_Robust_Uncertainty-Aware_Scene_Flow_Estimation_with_Iterative_Diffusion-Based_CVPR_2024_paper.pdf,skipped_exists
diffportrait3d-controllable-diffusion-for-zero-shot-portrait-view-synthesis__DiffPortrait3D用于零镜头肖像视图合,DiffPortrait3D: Controllable Diffusion for Zero-Shot Portrait View Synthesis,DiffPortrait3D Controllable Diffusion for Zero-Shot Portrait View Synthesis.pdf,3309428,https://openaccess.thecvf.com/content/CVPR2024/papers/Gu_DiffPortrait3D_Controllable_Diffusion_for_Zero-Shot_Portrait_View_Synthesis_CVPR_2024_paper.pdf,skipped_exists
diffsal-joint-audio-and-video-learning-for-diffusion-saliency-prediction__DiffSal用于扩散显着性预测的联合音频和视频,DiffSal: Joint Audio and Video Learning for Diffusion Saliency Prediction,DiffSal Joint Audio and Video Learning for Diffusion Saliency Prediction.pdf,2288911,https://openaccess.thecvf.com/content/CVPR2024/papers/Xiong_DiffSal_Joint_Audio_and_Video_Learning_for_Diffusion_Saliency_Prediction_CVPR_2024_paper.pdf,skipped_exists
diffusemix-label-preserving-data-augmentation-with-diffusion-models__DiffuseMix使用扩散模型进行标签保留数据,DiffuseMix: Label-Preserving Data Augmentation with Diffusion Models,DiffuseMix Label-Preserving Data Augmentation with Diffusion Models.pdf,5029198,https://openaccess.thecvf.com/content/CVPR2024/papers/Islam_DiffuseMix_Label-Preserving_Data_Augmentation_with_Diffusion_Models_CVPR_2024_paper.pdf,skipped_exists
diffusion-3d-features-diff3f-decorating-untextured-shapes-with-distilled-semanti__扩散3D特征Diff3F用精炼的语义特征装饰无纹,Diffusion 3D Features (Diff3F): Decorating Untextured Shapes with Distilled Semantic Features,Diffusion 3D Features (Diff3F) Decorating Untextured Shapes with Distilled Semantic Features.pdf,8468443,https://openaccess.thecvf.com/content/CVPR2024/papers/Dutt_Diffusion_3D_Features_Diff3F_Decorating_Untextured_Shapes_with_Distilled_Semantic_CVPR_2024_paper.pdf,skipped_exists
diffusion-handles-enabling-3d-edits-for-diffusion-models-by-lifting-activations__扩散手柄通过将激活提升到3D来实现扩散模型的3D,Diffusion Handles Enabling 3D Edits for Diffusion Models by Lifting Activations to 3D,Diffusion Handles Enabling 3D Edits for Diffusion Models by Lifting Activations to 3D.pdf,10094048,https://openaccess.thecvf.com/content/CVPR2024/papers/Pandey_Diffusion_Handles_Enabling_3D_Edits_for_Diffusion_Models_by_Lifting_CVPR_2024_paper.pdf,downloaded
diffusion-model-alignment-using-direct-preference-optimization__使用直接偏好优化的扩散模型对齐,Diffusion Model Alignment Using Direct Preference Optimization,Diffusion Model Alignment Using Direct Preference Optimization.pdf,9433252,https://openaccess.thecvf.com/content/CVPR2024/papers/Wallace_Diffusion_Model_Alignment_Using_Direct_Preference_Optimization_CVPR_2024_paper.pdf,skipped_exists
diffusion-models-without-attention__没有注意的扩散模型,Diffusion Models Without Attention,Diffusion Models Without Attention.pdf,10263347,https://openaccess.thecvf.com/content/CVPR2024/papers/Yan_Diffusion_Models_Without_Attention_CVPR_2024_paper.pdf,skipped_exists
diffusionavatars-deferred-diffusion-for-high-fidelity-3d-head-avatars__DiffusionAvatars高保真3D头部头,DiffusionAvatars: Deferred Diffusion for High-fidelity 3D Head Avatars,DiffusionAvatars Deferred Diffusion for High-fidelity 3D Head Avatars.pdf,5678280,https://openaccess.thecvf.com/content/CVPR2024/papers/Kirschstein_DiffusionAvatars_Deferred_Diffusion_for_High-fidelity_3D_Head_Avatars_CVPR_2024_paper.pdf,skipped_exists
diffusionposer-real-time-human-motion-reconstruction-from-arbitrary-sparse-senso__DiffusionPoser使用自回归扩散从任意,DiffusionPoser: Real-time Human Motion Reconstruction From Arbitrary Sparse Sensors Using Autoregressive Diffusion,DiffusionPoser Real-time Human Motion Reconstruction From Arbitrary Sparse Sensors Using Autoregressive Diffusion.pdf,7119118,https://openaccess.thecvf.com/content/CVPR2024/papers/Van_Wouwe_DiffusionPoser_Real-time_Human_Motion_Reconstruction_From_Arbitrary_Sparse_Sensors_Using_CVPR_2024_paper.pdf,skipped_exists
diffusionregpose-enhancing-multi-person-pose-estimation-using-a-diffusion-based__DiffusionRegPose使用基于扩散的端,DiffusionRegPose: Enhancing Multi-Person Pose Estimation using a Diffusion-Based End-to-End Regression Approach,DiffusionRegPose Enhancing Multi-Person Pose Estimation using a Diffusion-Based End-to-End Regression Approach.pdf,4993424,https://openaccess.thecvf.com/content/CVPR2024/papers/Tan_DiffusionRegPose_Enhancing_Multi-Person_Pose_Estimation_using_a_Diffusion-Based_End-to-End_Regression_CVPR_2024_paper.pdf,skipped_exists
diod-self-distillation-meets-object-discovery__DIOD自蒸馏遇见对象发现,DIOD: Self-Distillation Meets Object Discovery,DIOD Self-Distillation Meets Object Discovery.pdf,2423287,https://openaccess.thecvf.com/content/CVPR2024/papers/Kara_DIOD_Self-Distillation_Meets_Object_Discovery_CVPR_2024_paper.pdf,skipped_exists
diprompt-disentangled-prompt-tuning-for-multiple-latent-domain-generalization-in__DiPrompT联邦学习中多潜在域泛化的解缠提示,DiPrompT: Disentangled Prompt Tuning for Multiple Latent Domain Generalization in Federated Learning,DiPrompT Disentangled Prompt Tuning for Multiple Latent Domain Generalization in Federated Learning.pdf,1819764,https://openaccess.thecvf.com/content/CVPR2024/papers/Bai_DiPrompT_Disentangled_Prompt_Tuning_for_Multiple_Latent_Domain_Generalization_in_CVPR_2024_paper.pdf,downloaded
discover-and-mitigate-multiple-biased-subgroups-in-image-classifiers__发现并减轻图像分类器中的多个有偏差的子组,Discover and Mitigate Multiple Biased Subgroups in Image Classifiers,Discover and Mitigate Multiple Biased Subgroups in Image Classifiers.pdf,5710958,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Discover_and_Mitigate_Multiple_Biased_Subgroups_in_Image_Classifiers_CVPR_2024_paper.pdf,skipped_exists
distilled-datamodel-with-reverse-gradient-matching__具有反向梯度匹配的蒸馏数据模型,Distilled Datamodel with Reverse Gradient Matching,Distilled Datamodel with Reverse Gradient Matching.pdf,2183513,https://openaccess.thecvf.com/content/CVPR2024/papers/Ye_Distilled_Datamodel_with_Reverse_Gradient_Matching_CVPR_2024_paper.pdf,downloaded
distilling-semantic-priors-from-sam-to-efficient-image-restoration-models__从SAM中提取语义先验形成高效的图像恢复模型,Distilling Semantic Priors from SAM to Efficient Image Restoration Models,Distilling Semantic Priors from SAM to Efficient Image Restoration Models.pdf,3692316,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Distilling_Semantic_Priors_from_SAM_to_Efficient_Image_Restoration_Models_CVPR_2024_paper.pdf,skipped_exists
distribution-aware-knowledge-prototyping-for-non-exemplar-lifelong-person-re-ide__用于非典型终身人员重新识别的分布感知知识原型,Distribution-aware Knowledge Prototyping for Non-exemplar Lifelong Person Re-identification,Distribution-aware Knowledge Prototyping for Non-exemplar Lifelong Person Re-identification.pdf,2782034,NOT_SPECIFIED,NOT_SPECIFIED
distrifusion-distributed-parallel-inference-for-high-resolution-diffusion-models__DistriFusion高分辨率扩散模型的分布式,DistriFusion: Distributed Parallel Inference for High-Resolution Diffusion Models,DistriFusion Distributed Parallel Inference for High-Resolution Diffusion Models.pdf,9172304,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_DistriFusion_Distributed_Parallel_Inference_for_High-Resolution_Diffusion_Models_CVPR_2024_paper.pdf,downloaded
diva-360-the-dynamic-visual-dataset-for-immersive-neural-fields__DiVa-360沉浸式神经场的动态视觉数据集,DiVa-360: The Dynamic Visual Dataset for Immersive Neural Fields,DiVa-360 The Dynamic Visual Dataset for Immersive Neural Fields.pdf,5607712,https://openaccess.thecvf.com/content/CVPR2024/papers/Lu_DiVa-360_The_Dynamic_Visual_Dataset_for_Immersive_Neural_Fields_CVPR_2024_paper.pdf,skipped_exists
divas-video-and-audio-synchronization-with-dynamic-frame-rates__DiVAS具有动态帧速率的视频和音频同步,DiVAS: Video and Audio Synchronization with Dynamic Frame Rates,DiVAS Video and Audio Synchronization with Dynamic Frame Rates.pdf,5809028,https://openaccess.thecvf.com/content/CVPR2024/papers/Fernandez-Labrador_DiVAS_Video_and_Audio_Synchronization_with_Dynamic_Frame_Rates_CVPR_2024_paper.pdf,skipped_exists
diversified-and-personalized-multi-rater-medical-image-segmentation__多样化个性化的多评估者医学图像分割,Diversified and Personalized Multi-rater Medical Image Segmentation,Diversified and Personalized Multi-rater Medical Image Segmentation.pdf,4202635,https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_Diversified_and_Personalized_Multi-rater_Medical_Image_Segmentation_CVPR_2024_paper.pdf,skipped_exists
dmr-decomposed-multi-modality-representations-for-frames-and-events-fusion-in-vi__DMR视觉强化学习中帧和事件融合的分解多模态表示,DMR: Decomposed Multi-Modality Representations for Frames and Events Fusion in Visual Reinforcement Learning,DMR Decomposed Multi-Modality Representations for Frames and Events Fusion in Visual Reinforcement Learning.pdf,9983041,https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_DMR_Decomposed_Multi-Modality_Representations_for_Frames_and_Events_Fusion_in_CVPR_2024_paper.pdf,skipped_exists
do-you-remember-dense-video-captioning-with-cross-modal-memory-retrieval__你是否记得具有跨模式内存检索的密集视频字幕,Do You Remember? Dense Video Captioning with Cross-Modal Memory Retrieval,Do You Remember Dense Video Captioning with Cross-Modal Memory Retrieval.pdf,933782,https://openaccess.thecvf.com/content/CVPR2024/papers/Kim_Do_You_Remember_Dense_Video_Captioning_with_Cross-Modal_Memory_Retrieval_CVPR_2024_paper.pdf,skipped_exists
domain-prompt-learning-with-quaternion-networks__使用四元数网络进行领域提示学习,Domain Prompt Learning with Quaternion Networks,Domain Prompt Learning with Quaternion Networks.pdf,3143315,https://openaccess.thecvf.com/content/CVPR2024/papers/Cao_Domain_Prompt_Learning_with_Quaternion_Networks_CVPR_2024_paper.pdf,skipped_exists
